school_name,state,number_of_ratings,facilities,location,happiness,opportunities,clubs,social,safety,food,internet
American Musical and Dramatic Academy,California,13.0,3.2,3.8,3.8,3.4,2.6,3.5,3.0,4.2,2.8
Keiser University,Florida,10.0,2.5,3.6,2.4,2.0,1.6,1.2,4.0,1.5,3.0
Oakland Community College,Michigan,12.0,3.4,3.5,3.4,3.1,2.2,2.8,4.0,2.3,3.7
Everglades University,Florida,1.0,4.0,5.0,5.0,3.0,5.0,5.0,4.3,4.0,1.0
School for International Training,Vermont,4.0,2.0,2.3,3.0,2.0,2.0,3.5,1.0,1.3,2.5
Fashion Institute of Design and Merchandising,California,1.0,5.0,4.0,5.0,4.0,3.0,3.0,4.8,5.0,3.0
Trinity College of Florida,Florida,4.0,2.8,3.5,2.8,3.0,2.3,2.5,1.0,2.8,2.3
St. Francis College of Nursing,Illinois,4.0,3.5,3.8,5.0,5.0,3.8,3.3,4.7,4.3,3.8
Walden University,Maryland,4.0,4.0,4.0,4.0,3.8,4.0,4.0,1.0,4.0,4.0
John Marshall Law School,Georgia,17.0,2.2,2.6,2.2,2.3,2.8,2.5,4.5,2.0,3.1
Mohawk Valley Community College,New York,5.0,3.0,3.4,3.2,2.8,2.8,2.8,3.5,2.2,2.6
San Joaquin Valley College,California,4.0,3.5,3.0,3.0,3.0,3.3,3.5,3.5,3.0,3.0
Georgia Gwinnett College,Georgia,518.0,4.0,3.9,3.8,3.5,3.2,3.1,4.1,3.5,3.4
University of La Verne,California,4.0,4.5,4.8,3.5,4.0,3.3,3.3,5.0,2.8,3.8
The University of Tennessee Southern,Tennessee,16.0,2.8,1.9,3.3,2.9,2.7,2.9,4.0,2.3,2.4
West Virginia School of Osteopathic Medicine,West Virginia,2.0,5.0,4.0,4.5,4.5,4.5,2.5,5.0,3.0,5.0
Michigan College Of Beauty,Michigan,1.0,4.0,2.0,5.0,5.0,5.0,5.0,4.2,3.0,5.0
WSU Tech,Kansas,14.0,3.1,3.5,3.4,3.4,2.3,2.4,4.6,2.6,3.3
Nazarene Theological Seminary,Missouri,2.0,3.0,3.0,4.5,3.5,2.5,5.0,3.0,4.0,3.5
Bluegrass Community & Technical College,Kentucky,7.0,3.4,3.6,3.6,2.9,1.3,1.4,4.0,1.6,3.1
St. Anthony College of Nursing,Illinois,1.0,1.0,2.0,1.0,1.0,3.0,2.0,3.0,3.0,2.0
New River Community and Technical College,West Virginia,3.0,3.0,4.0,4.0,3.0,2.3,2.7,4.0,2.3,3.3
Minnesota State Community Technical College,Minnesota,16.0,3.8,3.4,3.6,3.3,2.9,2.8,4.8,3.1,3.9
Des Moines University,Iowa,3.0,4.3,3.3,3.7,4.0,3.7,3.3,5.0,3.3,4.0
Georgia Highlands College,Georgia,133.0,3.5,3.5,3.7,3.1,2.7,2.6,4.2,2.6,3.6
Bon Secours Memorial College of Nursing,Virginia,5.0,2.4,2.6,3.4,3.4,1.4,2.6,5.0,1.6,2.6
Alliant International University,California,4.0,2.3,3.5,3.3,3.3,3.0,2.5,3.5,2.0,3.3
Tulsa Technology Center,Oklahoma,12.0,3.8,3.6,3.4,4.2,2.2,2.8,4.5,3.3,3.8
National Holistic Institute,California,2.0,4.5,4.5,5.0,5.0,4.5,4.5,4.6,3.0,2.0
Faulkner University,Alabama,1.0,4.0,4.0,5.0,5.0,4.0,4.0,4.9,5.0,5.0
Swedish Institute,New York,4.0,3.5,4.5,4.5,3.8,4.0,4.0,5.0,2.3,4.3
Champlain College,Vermont,35.0,3.6,3.9,3.9,3.3,3.7,3.5,4.2,2.7,2.5
University of St. Augustine,Florida,13.0,2.2,2.9,1.7,2.2,1.4,1.5,2.5,1.8,2.8
Orlando Tech,Florida,5.0,1.8,2.2,1.0,1.2,1.0,1.0,1.5,1.4,1.8
San Joaquin College of Law,California,5.0,2.8,3.8,4.0,3.6,4.0,3.4,3.0,1.8,3.6
Beckfield College,Kentucky,6.0,3.0,3.8,2.2,2.7,1.3,1.7,3.5,1.8,2.8
Longy School of Music,Massachusetts,6.0,2.5,4.7,2.8,2.3,1.7,1.7,4.0,1.3,2.3
Rosedale Bible College,Ohio,5.0,3.0,3.2,5.0,3.8,2.8,4.6,5.0,2.6,2.4
Pennsylvania State University - World Campus,Pennsylvania,51.0,4.0,4.5,4.2,4.0,3.7,3.9,3.6,3.6,4.3
Clear Creek Baptist Bible College,Kentucky,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.5,4.5
Wallace Community College,Alabama,7.0,3.0,3.1,3.4,3.0,2.4,2.1,4.0,3.1,2.9
Pace University,New York,31.0,3.2,4.1,2.6,3.5,2.7,2.7,3.9,2.2,3.1
University of North Texas at Dallas,Texas,75.0,3.7,3.8,3.8,3.4,2.8,2.7,4.2,3.0,3.9
Mid-State Technical College,Wisconsin,1.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,3.0
Cochran School of Nursing,New York,8.0,2.3,3.3,2.6,3.5,1.5,1.8,3.0,2.8,2.9
Central Alabama Community College,Alabama,7.0,2.4,2.6,2.7,2.7,2.7,2.1,4.0,1.9,2.7
Alliant International University,California,1.0,3.0,5.0,5.0,4.0,2.0,1.0,5.0,1.0,4.0
High Plains Technology Center,Oklahoma,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Los Angeles Pierce College,California,19.0,4.7,4.6,4.3,4.4,4.2,3.6,4.4,3.6,4.3
Bates Technical College,Washington,9.0,2.6,2.8,2.9,3.6,2.1,2.4,3.8,2.6,2.7
Pacific College,California,3.0,2.0,2.0,2.3,2.3,2.0,1.7,1.0,2.3,2.3
Dallas Christian College,Texas,8.0,2.1,3.3,2.8,2.6,2.1,2.3,2.5,1.8,2.9
Berkeley City College,California,105.0,3.6,4.3,3.8,3.3,3.1,3.0,3.4,2.6,3.5
Ellis College,New York,1.0,1.0,4.0,1.0,1.0,3.0,1.0,2.3,3.0,2.0
Illinois College of Optometry,Illinois,27.0,2.3,2.0,1.5,2.9,2.5,2.4,1.8,2.0,2.2
Union County College,New Jersey,4.0,2.8,3.5,3.3,3.5,3.0,2.8,3.7,2.8,3.8
Sacred Heart Major Seminary,Michigan,2.0,4.0,2.0,3.0,3.5,2.5,3.0,3.0,3.0,3.5
Corban University,Oregon,35.0,3.6,3.9,4.2,3.6,3.5,3.8,4.4,2.5,3.4
Blue Ridge Community & Technical College,West Virginia,27.0,3.5,3.6,3.9,3.3,2.3,2.5,4.2,3.2,3.7
Eagle Gate College,Utah,3.0,2.0,2.7,1.0,1.0,1.0,1.0,2.6,1.3,2.3
Moberly Area Community College,Missouri,24.0,2.6,3.2,2.6,2.2,1.8,2.0,4.1,1.6,3.0
Virginia University of Lynchburg,Virginia,5.0,1.8,2.4,2.0,2.4,1.4,1.6,2.7,1.4,2.4
Colorado Northwestern Community College,Colorado,1.0,4.0,2.0,3.0,2.0,3.0,3.0,3.5,4.0,4.0
Phillips Theological Seminary,Oklahoma,2.0,4.0,3.0,5.0,4.0,2.0,3.0,5.0,3.0,4.0
Delaware County Community College,Pennsylvania,11.0,3.0,2.8,2.8,2.4,1.9,1.9,3.7,1.6,2.9
Roane State Community College,Tennessee,8.0,3.3,3.9,3.4,2.9,1.5,1.9,5.0,2.5,3.3
Central Piedmont Community College,North Carolina,3.0,4.3,4.7,4.7,4.3,2.7,4.3,4.0,4.3,5.0
Austin Presbyterian Theological Seminary,Texas,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Fielding Graduate University,California,4.0,3.0,4.3,3.5,4.0,3.5,3.5,3.0,3.0,3.8
Northwestern Health Sciences University,Minnesota,5.0,4.4,4.2,4.8,4.4,4.6,4.4,5.0,3.8,4.4
St. Joseph's College of Nursing,New York,4.0,2.8,1.3,2.0,2.5,1.3,1.8,1.8,1.8,2.8
Brockton Hospital School of Nursing,Massachusetts,2.0,4.0,3.5,3.0,3.5,3.0,4.0,4.0,3.0,4.0
Good Samaritan College of Nursing,Ohio,8.0,2.5,2.8,2.5,3.1,1.5,2.1,3.5,3.0,2.0
Central Christian College of Kansas,Kansas,4.0,2.8,3.0,3.0,2.8,3.3,3.0,5.0,1.5,2.5
Southwestern Illinois College,Illinois,4.0,4.3,4.5,4.8,4.0,2.8,3.5,5.0,2.8,4.0
Indian River State College,Florida,36.0,4.0,4.3,4.1,3.9,3.4,3.3,4.7,3.1,4.3
St. Augustine College,Illinois,4.0,4.0,4.8,5.0,3.5,3.0,4.0,4.8,4.0,4.5
Roxborough Memorial Hospital School of Nursing,Pennsylvania,2.0,3.5,4.0,5.0,3.5,3.0,3.5,4.6,4.0,4.0
Clover Park Technical College,Washington,18.0,3.4,2.8,2.8,3.2,2.5,2.5,4.4,2.8,3.0
Arkansas Baptist College,Arkansas,2.0,1.5,2.5,2.0,1.5,2.0,2.0,3.0,2.0,2.0
Stanbridge University,California,28.0,2.6,2.9,3.0,2.7,2.2,2.4,3.8,2.4,3.2
Northeast Lakeview College,Texas,107.0,4.0,4.1,3.9,3.5,3.0,3.1,4.4,3.0,3.6
Augusta Technical College,Georgia,32.0,2.8,3.0,3.2,3.0,1.9,2.2,3.4,2.5,3.1
Keck Graduate Institute,California,8.0,2.3,2.6,2.3,2.5,2.3,2.5,3.9,1.3,2.6
Roane State Community College,Tennessee,1.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,4.0,5.0
University of Western States,Oregon,5.0,2.2,2.2,1.8,1.8,2.6,2.4,2.5,3.0,2.8
Purdue University - Kokomo,Indiana,2.0,4.0,4.0,3.5,5.0,2.0,3.0,4.0,2.5,4.0
Keiser University,Florida,7.0,3.9,4.0,4.3,3.9,3.9,3.4,5.0,2.4,4.0
Bluegrass Community & Technical College,Kentucky,74.0,3.0,3.5,3.5,3.1,2.4,2.5,3.7,2.3,3.5
Pacifica Graduate Institute,California,19.0,4.3,4.1,3.8,3.3,2.7,3.2,3.7,3.8,3.8
John Paul the Great Catholic University,California,24.0,2.3,2.3,2.5,2.4,1.9,2.3,2.0,1.8,2.9
Coastal Pines Technical College,Georgia,4.0,3.8,3.8,3.0,3.0,2.3,1.8,3.0,1.5,3.8
Southwestern Christian University,Oklahoma,10.0,3.2,3.7,2.9,2.7,2.2,2.8,3.5,2.6,1.8
Utah State University,Utah,20.0,4.5,4.5,4.7,3.9,3.5,3.9,4.8,3.2,4.0
Georgia Military College,Georgia,17.0,3.7,4.1,4.1,3.6,2.8,2.8,4.8,2.5,3.2
Sheridan Technical College,Florida,9.0,2.1,2.4,1.7,2.0,1.3,1.4,1.3,2.1,2.6
Flint Hills Technical College,Kansas,2.0,4.5,4.0,4.5,4.0,1.5,1.0,4.0,4.5,4.0
Word of Life Bible Institute,New York,9.0,4.1,2.7,4.6,3.2,2.6,3.4,4.8,2.8,3.3
Calvin Theological Seminary,Michigan,1.0,5.0,5.0,5.0,4.0,3.0,5.0,4.0,3.0,5.0
Blue Cliff College -Metairie,Louisiana,2.0,2.0,4.0,2.0,3.0,1.0,1.0,3.4,1.0,3.0
Calvary University,Missouri,5.0,3.4,3.6,4.0,3.8,2.0,3.8,3.0,3.2,2.6
Blue Cliff College - Gulfport,Mississippi,3.0,1.7,2.7,1.0,1.7,1.0,1.0,2.6,1.0,2.3
Northwest Mississippi Community College,Mississippi,29.0,3.1,3.8,3.4,3.0,2.3,2.5,4.1,2.6,3.0
Motlow State Community College,Tennessee,50.0,3.4,3.9,3.7,3.5,2.7,2.8,4.1,2.1,3.6
Zane State College,Ohio,8.0,4.3,4.4,4.5,4.0,3.3,3.4,4.8,3.9,4.1
Northeastern Technical College,South Carolina,6.0,3.2,4.0,2.7,2.5,1.7,2.0,5.0,1.0,3.2
Minnesota State Community and Technical College,Minnesota,2.0,3.5,4.5,4.0,3.5,3.0,3.0,4.2,1.5,2.0
Word of Life Bible Institute,Florida,3.0,3.0,3.0,3.7,2.3,3.3,3.7,4.0,3.0,3.0
Columbia Southern University,Alabama,47.0,4.0,4.4,4.5,4.0,3.7,3.7,4.4,3.9,4.2
Hult International Business School,Massachusetts,18.0,4.3,4.6,4.2,2.8,3.1,3.9,4.6,3.5,4.3
Luther Rice College & Seminary,Georgia,5.0,4.2,4.0,4.6,4.0,3.2,3.6,5.0,2.8,4.0
Aultman College of Nursing,Ohio,6.0,3.7,3.0,3.8,3.8,2.5,3.0,3.0,3.5,3.3
Indian River State College,Florida,41.0,3.6,3.7,3.8,3.6,2.7,3.1,4.3,3.2,3.6
Beulah Heights University,Georgia,5.0,3.2,3.8,4.6,3.0,2.2,3.2,5.0,2.4,3.8
Pennsylvania Highlands Community College,Pennsylvania,18.0,3.1,3.3,3.1,2.9,2.8,2.4,4.0,2.9,3.6
Moberly Area Community College,Missouri,4.0,3.5,4.0,5.0,4.3,2.3,2.8,5.0,2.3,4.0
Arizona State University - West,Arizona,77.0,4.1,3.3,3.8,3.4,2.9,2.9,4.0,2.9,3.6
Oglala Lakota College,South Dakota,3.0,2.3,2.7,3.7,2.0,2.0,2.0,3.5,1.7,2.0
Graham School of Nursing,Illinois,1.0,1.0,5.0,2.0,3.0,1.0,3.0,5.0,1.0,2.0
University of New Mexico - Gallup,New Mexico,14.0,2.9,3.1,2.6,3.1,2.4,2.5,3.3,2.4,3.3
Alliant International University,California,3.0,3.7,4.0,3.7,3.3,3.3,3.0,4.1,2.7,4.0
Chamberlain College of Nursing,Ohio,5.0,3.0,3.6,3.8,3.2,2.6,3.0,4.0,3.2,3.6
Five Branches University,California,2.0,5.0,5.0,5.0,5.0,3.0,3.0,5.0,4.5,5.0
North Central Texas College,Texas,1.0,5.0,5.0,5.0,5.0,5.0,5.0,4.9,4.0,4.0
Nashua Community College,New Hampshire,19.0,3.5,3.7,3.4,3.3,2.6,2.6,4.2,3.3,4.1
Providence Christian College,California,8.0,3.6,4.4,3.8,3.4,2.6,3.9,3.8,3.0,3.3
Keiser University,Florida,11.0,3.4,3.7,2.8,2.9,1.9,2.2,3.8,2.0,3.0
Aspen University,Colorado,10.0,3.7,4.1,3.7,3.5,3.4,3.1,3.8,3.7,3.9
Raritan Valley Community College,New Jersey,188.0,3.6,3.9,3.9,3.8,3.4,3.1,4.5,3.4,3.5
New Saint Andrews College,Idaho,5.0,4.2,4.2,4.2,4.0,3.8,4.2,5.0,3.8,3.8
University of Hawaii West Oahu,Hawaii,64.0,3.8,4.1,3.5,3.2,2.5,2.8,4.4,3.2,3.8
Western Seminary Sacramento,California,2.0,3.0,4.0,5.0,4.5,3.0,4.0,5.0,3.0,3.0
Barclay College,Kansas,4.0,4.5,2.3,3.5,3.0,2.8,3.5,3.7,4.5,2.5
Blinn College,Texas,6.0,3.0,3.2,3.7,3.0,1.8,2.2,5.0,1.8,3.5
Great Bay Community College,New Hampshire,27.0,3.4,3.8,3.5,3.6,3.0,3.0,4.7,3.4,3.9
Community Care College,Oklahoma,7.0,3.9,4.4,3.3,3.3,2.0,2.6,4.0,2.4,3.1
Clary Sage College,Oklahoma,3.0,4.3,4.0,3.7,4.0,4.0,4.0,4.2,4.0,4.3
Camden County College,New Jersey,18.0,3.7,3.6,4.0,3.6,2.7,2.9,4.5,2.7,3.5
Full Sail University,Florida,102.0,3.8,3.6,3.7,3.7,3.1,3.4,3.7,3.1,3.8
Yo San University of Traditional Chinese Medicine,California,8.0,3.4,3.9,3.6,3.5,1.9,2.9,3.0,2.5,2.3
University of Saint Francis,Indiana,34.0,3.4,3.5,3.3,3.4,3.1,2.7,4.2,2.4,3.0
LeTourneau University,Texas,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.3,2.0,2.0
Bauman College,California,4.0,4.8,5.0,4.8,4.8,4.0,4.5,5.0,4.8,4.8
Gemological Institute of America,California,2.0,5.0,5.0,5.0,5.0,2.5,4.5,5.0,4.5,4.0
Mercer University,Georgia,8.0,3.9,3.3,4.3,3.9,3.8,4.0,4.3,3.0,3.5
Vernon College,Texas,27.0,3.5,3.8,3.9,3.5,2.6,2.8,4.2,2.7,3.7
Mohave Community College,Arizona,1.0,5.0,3.0,5.0,5.0,2.0,3.0,5.0,3.0,5.0
Umpqua Community College,Oregon,30.0,3.7,3.6,3.1,2.6,2.2,2.1,3.1,2.4,2.7
Columbia College,Missouri,4.0,4.0,4.5,4.3,2.8,3.0,3.3,5.0,2.8,4.0
Ozarks Technical Community College,Missouri,11.0,4.4,4.5,4.7,3.5,2.4,2.5,5.0,3.1,3.7
Lee College,Texas,97.0,3.7,3.6,4.2,4.0,3.5,3.5,4.2,3.3,3.8
Concorde Career Institute,Florida,4.0,1.8,2.0,2.5,2.5,1.5,1.5,3.0,1.3,2.0
Columbia Basin College,Washington,3.0,3.0,3.0,3.0,2.7,2.7,2.7,3.5,1.7,1.3
Webster University,Kansas,1.0,4.0,4.0,5.0,3.0,3.0,3.0,4.5,3.0,4.0
Diablo Valley College,California,59.0,3.6,4.0,3.8,3.6,2.8,2.7,4.3,2.7,3.5
Community College of Vermont,Vermont,2.0,2.0,3.0,2.0,1.5,1.0,1.5,5.0,2.0,2.0
Kirkwood Community College,Iowa,20.0,3.9,3.3,4.4,3.9,2.9,3.0,4.8,2.7,3.9
College of the Canyons,California,371.0,4.2,4.4,3.8,3.9,3.3,3.0,4.5,3.5,4.0
Oklahoma Technical College,Oklahoma,2.0,3.5,4.5,4.5,4.5,4.0,4.0,4.0,3.0,4.0
Carrington College,New Mexico,3.0,3.7,3.7,2.3,3.0,2.7,2.7,3.5,2.3,3.3
Ramapo College of New Jersey,New Jersey,190.0,3.7,3.8,3.4,3.4,3.2,2.7,3.8,2.8,3.3
Presidio Graduate School,California,3.0,2.3,3.3,3.3,3.3,3.3,4.3,4.5,2.0,3.3
Mt. San Antonio College,California,423.0,3.9,4.0,4.2,4.0,3.5,3.5,3.8,3.2,3.2
Chamberlain College of Nursing,Illinois,31.0,3.3,3.5,3.3,3.4,2.5,2.7,3.3,2.8,3.1
West Georgia Technical College,Georgia,8.0,3.9,4.3,4.8,2.6,1.8,2.1,4.7,2.0,2.5
Southern Crescent Technical College,Georgia,53.0,3.7,3.6,3.6,3.5,2.7,2.8,3.7,3.2,3.8
Oregon Coast Community College,Oregon,7.0,3.9,3.9,4.3,2.9,2.3,2.6,5.0,2.1,3.6
Arkansas State University,Arkansas,210.0,4.0,3.8,4.1,3.8,3.6,3.6,3.9,3.4,3.3
Southern California Seminary,California,2.0,4.0,4.0,5.0,3.5,2.5,2.0,4.8,4.5,3.0
University of the West,California,4.0,3.8,3.5,3.0,4.0,2.8,3.3,4.0,3.0,4.3
CUNY York College,New York,317.0,2.5,2.7,2.7,2.8,3.0,2.7,2.7,2.2,3.1
NorthShore Technical Community College,Louisiana,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,5.0
Utah College of Dental Hygiene,Utah,1.0,1.0,3.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0
United States University,California,7.0,2.6,3.9,3.3,4.0,2.4,2.4,3.6,2.1,3.6
Roane State Community College,Tennessee,3.0,4.7,5.0,4.3,4.3,2.7,3.3,5.0,3.0,3.7
Caldwell Community College & Technical Institute,North Carolina,8.0,3.1,3.9,3.0,2.6,2.5,2.9,5.0,2.1,4.0
Cal Poly Pomona,California,37.0,4.0,3.9,3.9,4.3,4.1,3.3,4.0,3.7,3.9
Northwest Florida State College,Florida,9.0,4.0,4.3,3.8,3.9,2.8,3.0,4.0,3.2,3.8
Robert Morris University,Pennsylvania,3.0,3.7,3.7,3.7,3.7,3.7,3.7,4.0,3.7,3.7
Wiregrass Georgia Technical College,Georgia,9.0,3.2,3.3,2.7,3.3,2.6,2.2,3.9,2.4,3.0
Polk State College,Florida,112.0,3.8,4.0,3.7,3.4,3.1,3.2,4.2,3.2,3.4
Concorde Career Institute,Florida,3.0,2.0,1.7,1.0,1.3,1.0,1.0,2.3,1.0,1.0
Austin Community College,Texas,44.0,3.6,4.2,3.8,3.8,2.7,3.0,4.3,2.6,3.7
Pennsylvania State University - Behrend,Pennsylvania,13.0,3.7,3.4,3.8,4.1,4.0,3.8,4.5,2.2,3.2
Methodist College,Illinois,37.0,2.7,2.9,2.3,2.6,2.1,2.2,4.4,2.2,2.7
New River Community and Technical College,West Virginia,3.0,3.3,3.7,4.3,2.7,1.0,1.3,4.4,2.3,3.7
Farmingdale State College,New York,250.0,3.4,3.6,3.4,3.3,2.9,2.6,4.4,2.9,3.2
Kent State University,Ohio,4.0,2.8,2.5,3.8,2.3,2.0,2.0,4.0,2.0,4.3
American University of Health Sciences,California,4.0,1.5,1.8,1.3,1.5,1.3,1.3,2.0,1.0,2.0
North Central Texas College,Texas,15.0,3.5,4.5,3.7,3.9,2.3,2.7,4.6,2.5,3.9
Pierpont Community & Technical College,West Virginia,6.0,3.0,3.8,3.0,3.2,2.7,3.0,4.0,3.3,2.7
River Valley Community College,New Hampshire,4.0,3.8,3.3,3.3,3.0,1.8,2.0,4.0,3.8,3.5
Remington College,Tennessee,1.0,5.0,4.0,5.0,4.0,5.0,4.0,4.7,4.0,3.0
Georgia Northwestern Technical College,Georgia,11.0,3.1,2.7,2.7,2.7,1.9,2.1,3.3,1.7,2.6
Community College of Vermont,Vermont,4.0,2.8,4.5,3.5,3.5,1.8,2.5,4.3,2.5,3.8
Upper Iowa University,Wisconsin,1.0,4.0,5.0,5.0,4.0,1.0,1.0,5.0,2.0,5.0
National Paralegal College,Arizona,11.0,3.8,4.4,4.5,3.7,3.5,4.1,5.0,3.6,4.5
Horry-Georgetown Technical College,South Carolina,12.0,3.5,4.3,3.5,3.4,2.3,2.4,4.7,3.1,3.4
Manchester Community College,Connecticut,20.0,3.5,3.6,3.5,3.3,3.2,3.1,3.4,2.7,3.5
Arlington Career Institute,Texas,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
Lake Region State College,North Dakota,2.0,2.5,2.0,2.5,3.0,1.5,1.5,3.5,2.5,3.0
Chamberlain College of Nursing,Missouri,7.0,2.3,3.6,1.6,2.0,1.9,1.7,3.5,1.6,2.9
Samuel Merritt University,California,6.0,3.7,2.5,3.3,3.3,1.8,3.0,4.0,2.3,3.2
Pacific School of Religion,California,2.0,3.5,4.0,4.0,3.0,2.5,3.5,3.0,3.0,3.5
Fine Mortuary College,Massachusetts,4.0,2.3,3.0,2.8,2.5,1.0,1.8,4.0,2.0,2.8
Appalachian College of Pharmacy,Virginia,1.0,2.0,1.0,2.0,1.0,4.0,3.0,4.0,3.0,3.0
University of Minnesota Rochester,Minnesota,47.0,2.6,3.0,2.5,3.5,2.2,2.0,2.8,1.8,3.0
Aviation Institute of Maintenance,Missouri,1.0,2.0,2.0,2.0,4.0,1.0,4.0,5.0,3.0,2.0
Nebraska Methodist College,Nebraska,15.0,4.0,4.0,2.9,3.2,2.8,3.1,4.4,3.3,3.3
California Hair Design Academy,California,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0
Pima Medical Institute,Colorado,3.0,2.3,2.7,3.7,3.0,1.7,1.7,3.5,3.0,2.0
Baptist School of Health Professions,Texas,5.0,2.4,3.6,3.4,3.2,1.6,1.8,4.0,2.2,3.2
California International Business University,California,4.0,5.0,5.0,5.0,4.8,4.8,4.8,5.0,4.5,4.8
American College of Education,Illinois,15.0,4.0,4.5,4.1,4.3,3.7,3.7,4.5,3.3,4.6
Carrington College,California,5.0,3.6,4.4,4.2,3.8,3.8,3.8,3.5,2.8,3.2
College of Central Florida,Florida,134.0,3.7,3.7,3.3,3.3,3.0,2.8,4.1,3.1,3.5
Pima Medical Institute,Arizona,5.0,3.0,3.6,3.0,3.6,2.6,3.0,2.5,2.6,4.0
Texas A&M University Central Texas,Texas,55.0,3.9,3.6,3.7,3.5,2.8,2.9,4.1,2.6,4.1
Talmudic University of Florida,Florida,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Academy of Chinese Culture and Health Sciences,California,4.0,3.3,3.8,4.0,3.5,2.8,3.0,4.2,3.5,3.5
Northwest Kansas Technical College,Kansas,1.0,2.0,2.0,3.0,4.0,1.0,1.0,4.0,1.0,3.0
Pima Medical Institute,Texas,3.0,3.0,3.0,3.0,2.3,2.0,3.0,3.7,1.3,2.7
Eastern West Virginia Community Technical College,West Virginia,3.0,3.0,4.0,3.7,4.0,2.3,2.7,3.7,2.3,3.7
Virginia Theological Seminary,Virginia,1.0,4.0,5.0,5.0,5.0,4.0,4.0,4.8,3.0,4.0
Western Governors University,Texas,32.0,3.0,4.5,3.9,3.7,2.5,2.7,4.3,2.7,3.8
Phoenix Institute of Herbal Medicine & Acupuncture,Arizona,5.0,4.6,3.6,2.8,3.0,2.2,2.8,3.9,2.4,3.8
Missouri Baptist University,Missouri,8.0,4.3,3.8,4.0,3.4,3.4,3.9,4.5,3.6,3.6
California InterContinental University,California,2.0,4.5,5.0,5.0,5.0,4.5,4.5,5.0,4.5,5.0
Southwest Baptist University,Missouri,1.0,3.0,5.0,5.0,5.0,3.0,1.0,5.0,3.0,4.0
Framingham State University,Massachusetts,134.0,3.3,3.6,3.2,3.1,3.1,2.8,3.4,2.6,2.2
Paul Mitchell School - Orlando,Florida,1.0,4.0,3.0,4.0,5.0,5.0,5.0,5.0,4.0,3.0
West Coast University,California,20.0,3.2,3.9,3.2,3.5,2.0,2.4,4.8,2.3,3.8
Savannah Technical College,Georgia,7.0,3.0,3.6,2.9,3.0,2.0,2.0,4.0,2.1,2.6
Iowa Lakes Community College,Iowa,1.0,3.0,4.0,4.0,5.0,1.0,5.0,4.4,1.0,5.0
City University of Seattle,Washington,5.0,5.0,4.8,5.0,4.0,3.6,3.8,5.0,2.8,4.6
Mesalands Community College,New Mexico,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0
Holy Apostles College and Seminary,Connecticut,4.0,3.8,4.0,3.5,3.3,2.8,3.0,4.0,4.3,3.0
Westmoreland County Community College,Pennsylvania,2.0,4.5,4.5,5.0,2.5,1.0,1.0,5.0,3.0,5.0
Northern Marianas College,California,15.0,2.8,3.5,3.6,3.2,2.5,3.0,4.1,3.1,3.1
Robert Morris University,Pennsylvania,187.0,3.5,3.5,3.4,3.7,3.2,2.6,4.6,3.3,3.0
Icahn School of Medicine at Mount Sinai,Florida,2.0,3.5,5.0,3.5,5.0,3.0,4.0,5.0,3.0,4.5
Associated Technical College,California,1.0,5.0,5.0,5.0,5.0,3.0,3.0,5.0,2.0,5.0
American Academy McAllister Institute of Funeral Service,New York,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,2.7,3.0
Heidelberg University,Ohio,22.0,4.3,3.3,3.5,3.5,3.6,3.4,4.5,2.7,2.7
Bethlehem College & Seminary,Minnesota,11.0,3.4,3.5,4.1,3.8,3.3,3.7,3.1,3.5,4.1
Pontifical College Josephinum,Ohio,2.0,2.5,3.0,3.5,2.5,1.5,3.5,4.0,1.0,1.0
Belhaven University,Michigan,22.0,3.6,3.3,3.9,3.3,3.0,3.1,2.7,2.3,2.9
St. Johns University,Pennsylvania,15.0,4.4,4.7,4.6,4.2,3.7,4.1,4.6,3.9,3.4
College of Saint Benedict,Minnesota,3.0,4.7,3.7,5.0,5.0,4.3,4.7,5.0,4.3,3.7
Polk State College,Florida,87.0,3.6,3.6,3.4,3.2,3.1,3.0,4.0,3.1,3.3
Community College of Vermont,Vermont,4.0,4.3,4.5,4.3,3.3,3.3,3.5,4.3,3.5,4.0
Milwaukee Career College,Wisconsin,2.0,1.0,2.0,1.0,1.0,1.5,1.0,2.1,1.0,1.5
Florida Technical College Lakeland,Florida,1.0,2.0,2.0,3.0,1.0,2.0,4.0,2.7,1.0,1.0
New Mexico Highlands University,New Mexico,4.0,2.8,3.8,4.0,3.0,1.8,1.5,4.5,2.8,3.3
